File / Data,Focal Group,,Grouping_for_statistical_tests,Grouping_tests_MW,,,,,,,,,,,Infraphylum,Phylum,Kingdom,Paper Title,Year Published,Journal/Book,CI,RI,L,#mpts,MinL,TSI,PSI,meanci,meanri,MHER,originalchars,uninformativechars,informativechars,Taxa,%missingchars,Average GC standard bootstrap support,average jackknife support,Average symmetric resampling support,1st taxon in matrix (1st 10 chars),2nd taxon,3rd taxon,4th,5th,6th
Rode_2005ab.tnt,,,Brachiopoda,Brachiopoda,,,,,,,,,,,,Brachiopoda,Animalia,Systematic revision of the Middle and Late Devonian Brachiopods <em>Schizophoria (Schizophoria)</em> and '<em>Schuchertella</em>' from North America,2005,Journal of Systematic Palaeontology,0.413,0.614,104,6,43,0.106,0.34,0.42,0.457,0.284,36,0,36,18,12.7,16.4,8.9,19.7,Xystostro,Xystostro,Schuchert,Schuchert,Floweria_,Floweria_
Alvarado-Ortega_et_Espinosa-Arrubarrena_2008a.tnt,Halecomorphi,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new genus of ionoscopiform fish (Halecomorphi) from the Lower Cretaceous (Albian) Lithographic Limestones of the Tlayua Quarry, Puebla, Mexico",2008,Journal of Paleontology,0.957,0.958,23,1,22,0.435,0.454,0.486,0.326,0.907,23,9,14,7,11.2,100,48.2,82.4,,,,,,
Arratia_1996a.tnt,Teleostei,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,Reassessment of the phylogenetic relationships of certain Jurassic teleosts and their implications on teleostean phylogeny,1996,Mesozoic Fishes - Systematics and Paleoecology,0.434,0.689,265,29,115,0.17,0.391,0.299,0.241,0.524,90,4,86,28,11.5,40,18.5,44.7,,,,,,
Brito_etal_2008a.tnt,Halecomorphi,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,"New amiid fish (Halecomorphi: Amiiformes) from the Lower Cretaceous Crato Formation, Araripe Basin, Northeast Brazil",2008,Journal of Vertebrate Paleontology,0.658,0.902,111,245,73,0.261,0.397,0.302,0.27,0.84,69,6,63,45,20.3,23.1,7.6,24.5,,,,,,
Dietze_2000a.tnt,paramblypterid and amblypterid,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,A revision of paramblypterid and amblypterid actinopterygians from Upper Carboniferous-Lower Permian lacustrine deposits of Central Europe,2000,Palaeontology,0.224,0.572,401,161,90,0.102,0.456,0.215,0.314,0.307,57,0,57,50,6.9,11.2,5.5,14.2,,,,,,
Gardiner_etal_2005a.tnt,lower actinopterygii,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,A review of the lower actinopterygian phylogeny,2005,Zoological Journal of the Linnean Society,0.772,0.785,101,6,78,0.158,0.205,0.462,0.298,0.648,38,5,33,15,5.8,53.3,26.2,52.7,,,,,,
Grande_et_Bemis_1998a.tnt,Amiidae,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,A comprehensive phylogenetic study of amiid fishes (Amiidae) based on comparative skeletal anatomy: an empirical search for interconnected patterns of natural history,1998,Memoirs of the Society of Vertebrate Paleontology,0.664,0.901,110,175,73,0.182,0.274,0.295,0.247,0.835,69,6,63,44,20.4,22.9,8.1,24.6,,,,,,
Grande_et_Poyato-Ariza_1999a.tnt,Gonorynchiforms,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,Phylogenetic relationships of fossil and Recent gonorynchiform fishes (Teleostei: Ostariophysi),1999,Zoological Journal of the Linnean Society,0.679,0.848,137,14,93,0.197,0.29,0.309,0.21,0.77,94,23,71,22,15.8,49.7,22,52.4,,,,,,
Hilton_2003a.tnt,Osteoglossomorpha,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,"Comparative osteology and phylogenetic systematics of fossil and living bony-tongue fishes (Actinopterygii, Teleostei, Osteoglossomorpha)",2003,Zoological Journal of the Linnean Society,0.609,0.778,156,2,95,0.256,0.421,0.337,0.259,0.653,72,7,65,20,19,58.1,24.9,61,,,,,,
Li_et_Wilson_1996a.tnt,Osteoglossomorpha,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,"The discovery of Heterotidinae (Teleostei: Osteoglossidae) from the Paleocene Paskapoo Formation of Alberta, Canada",1996,Journal of Vertebrate Paleontology,0.683,0.814,41,1,28,0.488,0.714,0.527,0.353,0.671,28,3,25,12,9.8,81,32.1,77.1,,,,,,
Long_etal_2008a.tnt,basal actinopterygii,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,A new basal actinopterygian fish from the Middle Devonian Aztec Siltstone of Antarctica,2008,Antarctic Science,0.458,0.651,179,1,82,0.196,0.427,0.346,0.298,0.454,71,3,68,19,17.9,43.7,20.5,47.9,,,,,,
Lund_et_Poplin_2002a.tnt,tarrasiids,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,Cladistic analysis of the relationships of the tarrasiids (Lower Carboniferous actinopterygians),2002,Journal of Vertebrate Paleontology,0.561,0.634,212,1,119,0.123,0.219,0.396,0.247,0.454,75,7,68,17,4.5,32,20.2,33.2,,,,,,
Lund_etal_1995a.tnt,Paleozoic actinopterygii,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,Preliminary analysis of the interrelationships of some Paleozoic actinopterygians,1995,Geobios (MS),0.512,0.558,244,6,125,0.07,0.136,0.403,0.187,0.369,74,10,64,20,2.1,29.7,16.1,32.8,,,,,,
Murray_etal_2010a.tnt,Osteoglossomorpha,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new Cretaceous osteoglossomorph fish from Gansu Province, China",2010,Journal of Vertebrate Paleontology,0.477,0.745,241,45,115,0.174,0.365,0.296,0.287,0.61,87,5,82,30,26.4,35.2,18.1,37.3,,,,,,
Santini_et_Tyler_2003a.tnt,Acanthomorpha,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,"A phylogeny of the families of fossil and extant tetraodontiform fishes (Acanthomorpha, Tetraodontiformes), Upper Cretaceous to Recent",2003,Zoological Journal of the Linnean Society,0.53,0.796,657,45270,348,0.096,0.104,0.323,0.283,0.705,219,2,217,58,45.9,34,15.3,37.6,Antigonia,Cyttus_no,Cretatria,Plectocre,Protriaca,
Swartz_2009a.tnt,Devonian actinopterygii,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,Devonian actinopterygian phylogeny and evolution based on a redescription of <em>Stegotrachelus finlayi</em>,2009,Zoological Journal of the Linnean Society,0.537,0.731,136,2,73,0.272,0.096,0.436,0.397,0.562,59,0,59,22,21.1,40.7,19.1,45.5,Ohychodus,Miguashai,Uranoloph,Osteolepi,Cheirolep,Cheirolep
Wilson_et_Li_1999a,Teleostei,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,Osteology and systematic position of the Eocene salmonid Eosalmo driftwoodensis Wilson from western North America,1999,Zoological Journal of the Linnean Society,0.557,0.794,97,4,54,0,0,0.347,0.343,0.675,54,2,52,16,0.8,62.2,32.7,64.4,,,,,,
Wilson_et_Murray_2008a,Osteoglossomorpha,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,"Osteoglossomorpha: phylogeny, biogeography, and fossil record and the significance of key African and Chinese fossil taxa",2008,Geological Society of London Special Publications,0.494,0.754,231,9,114,0.19,0.386,0.556,0.709,0.622,87,6,81,29,26.4,36.4,18,39.4,,,,,,
Xu_et_Gao_2011a,Non-teleostan,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new scanilepiform from the Lower Triassic of northern Gansu Province, China, and phylogenetic relationships of non-teleostean Actinopterygii",2011,Zoological Journal of the Linnean Society,0.516,0.707,157,4,81,0.287,0.555,0.466,0.444,0.544,72,2,70,22,19.5,60,23,66.9,,,,,,
Zhang_2004a,Osteoglossomorpha,,Actinopterygii,Actinopterygii,,,,,,,,,,Osteichthyes,Gnathostomata,Chordata,Animalia,"New fossil osteoglossomorph from Ningxia, China",2004,Journal of Vertebrate Paleontology,0.6,0.709,40,2,24,0.35,0.583,0.525,0.461,0.44,27,5,22,14,7.1,32.4,16.8,32.7,,,,,,
Araujo_etal_2013a.tnt,,All dinosaurs,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Filling the gaps of dinosaur eggshell phylogeny: Late Jurassic theropod clutch with embryos from Portugal,2013,Nature Scientific Reports,0.408,0.686,1092,13608,446,0.059,0.144,0.312,0.226,0.558,363,2,361,64,57.5,28.9,11.2,33,,,,,,
Benton_1999a.tnt,,All Ornithodira,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Scleromochlus taylori and the origin of dinosaurs and pterosaurs,1999,Philosophical Transactions of the Royal Society of London: B,0.613,0.804,137,1,84,0.314,0.512,0.358,0.29,0.701,73,1,72,16,8.1,56.6,36.6,63.2,,,,,,
Benton_2004a.tnt,,All dinosaurs,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Origin and relationships of Dinosauria,2004,The Dinosauria (Second Edition),0.587,0.819,172,6,101,0.331,0.565,0.307,0.256,0.742,95,0,95,24,12.5,52.7,31.8,56.2,,,,,,
Benton_et_Allen_1997a.tnt,Prolacertiformes,All archosaurs,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"<em>Boreopricea</em> from the Lower Triassic of Russia, and the relationships of the prolacertiform reptiles",1997,Palaeontology,0.44,0.541,100,10000,44,0.01,0.023,0.446,0.399,0.204,48,4,44,21,41.4,7.9,5.7,8.7,,,,,,
Benton_et_Clark_1988aa.tnt,,All archosaurs,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Archosaur phylogeny and the relationships of the Crocodylia,1988,"Phylogeny and Classification of the Tetrapods, Volume 1: Amphibians, Reptiles, Birds",0.53,0.759,236,6,125,0.258,0.488,0.333,0.2,0.663,134,9,125,21,5.5,65.4,39.3,68.9,,,,,,
Benton_et_Clark_1988ab.tnt,,All archosaurs,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Archosaur phylogeny and the relationships of the Crocodylia,1988,"Phylogeny and Classification of the Tetrapods, Volume 1: Amphibians, Reptiles, Birds",0.466,0.799,337,10,157,0.196,0.42,0.282,0.262,0.699,150,1,149,39,28.9,41.8,17.7,46.9,,,,,,
Benton_et_Walker_2002a.tnt,,All archosaurs,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Erpetosuchus, a crocodile-like basal archosaur from the Late Triassic of Elgin, Scotland",2002,Zoological Journal of the Linnean Society,0.616,0.703,86,14,53,0.081,0.132,0.387,0.271,0.515,56,10,46,14,23.6,35.8,16.5,34.7,,,,,,
Benton_et_Walker_2011aa.tnt,,Dinosaurimorpha (dinos plus basal reps),Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Saltopus, a dinosauriform from the Upper Triassic of Scotland",2011,Earth and Environmental Science Transactions of the Royal Society of Edinburgh,0.301,0.677,745,1136,224,0.106,0.352,0.219,0.237,0.527,187,0,187,56,36.3,34.5,15.1,39,,,,,,
Benton_et_Walker_2011ab.tnt,,Dinosaurimorpha (dinos plus basal reps),Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Saltopus, a dinosauriform from the Upper Triassic of Scotland",2011,Earth and Environmental Science Transactions of the Royal Society of Edinburgh,0.472,0.741,299,1,141,0.177,0.376,0.312,0.281,0.606,127,2,125,27,30,48.7,19.2,53.8,,,,,,
Borsuk-Bialynicka_et_Evans_2009aa.tnt,,Diapisida,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A long_necked archosauromorph from the Early Triassic of Poland,2009,Palaeontologia Polonica,0.442,0.632,385,5,170,0.156,0.353,0.321,0.208,0.476,144,4,140,24,19,54.5,34,57.9,,,,,,
Borsuk-Bialynicka_et_Evans_2009ab.tnt,,Diapisida,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A long_necked archosauromorph from the Early Triassic of Poland,2009,Palaeontologia Polonica,0.282,0.549,765,2,216,0.085,0.301,0.234,0.242,0.359,184,0,184,35,19.2,37.1,18.7,42.3,,,,,,
Brusatte_etal_2010b.tnt,,All archosaurs,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The higher-level phylogeny of Archosauria (Tetrapoda: Diapsida),2010,Journal of Systematic Palaeontology,0.302,0.677,741,3300,224,0.096,0.317,0.222,0.242,0.528,187,0,187,55,35.4,36.8,16,41,,,,,,
Butler_etal_2011aa.tnt,Ctenosauriscidae,All archosaurs,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The sail-backed reptile Ctenosauriscus from the latest Early Triassic of Germany and the timing and biogeography of the early archosaur radiation,2011,PLoS One,0.308,0.684,743,900,229,0.093,0.302,0.218,0.236,0.539,193,1,192,58,38.8,36.1,14.6,39.2,,,,,,
Butler_etal_2011ab.tnt,Ctenosauriscidae,All archosaurs,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The sail-backed reptile Ctenosauriscus from the latest Early Triassic of Germany and the timing and biogeography of the early archosaur radiation,2011,PLoS One,0.375,0.775,1282,540,481,0.105,0.279,0.212,0.173,0.697,415,5,410,80,40.8,62.2,26.7,63.7,,,,,,
Desojo_etal_2011a.tnt,,All archosaurs,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,An unusual new archosauriform from the Middle-Late Triassic of southern Brazil and the monophyly of Doswelliidae,2011,Zoological Journal of the Linnean Society,0.506,0.636,233,4,118,0.103,0.204,0.438,0.295,0.458,115,4,111,19,33.6,32.6,14.1,36.7,,,,,,
Dilkes_1998a.tnt,Rhynchosauria,All archosaurs,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The Early Triassic rhynchosaur Mesosuchus browni and the interrelationships of basal archosauromorph reptiles,1998,Philosophical Transactions of the Royal Society of London B,0.455,0.645,365,1,166,0.252,0.554,0.321,0.218,0.492,144,7,137,23,18.6,60.4,36.8,64.8,,,,,,
Dilkes_et_Arcucci_inpressa.tnt,Proterochampsia,All archosaurs,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,<em>Proterochampsa barrionuevoi</em> (Archosauriformes: Proterochampsia) from the Late Triassic (Carnian) of Argentina and a phylogenetic analysis of <em>Proterochampsia</em>,2012,Palaeontology,0.587,0.689,167,1,98,0.21,0.357,0.476,0.234,0.535,103,13,90,15,26,58.9,32.4,63.4,,,,,,
Dilkes_et_Sues_2009a.tnt,Doswellidae,All archosaurs,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Redescription and phylogenetic relationships of Doswellia kaltenbachi (Diapsida: Archosauriformes) from the Upper Triassic of Virginia,2009,Journal of Vertebrate Paleontology,0.581,0.703,148,1,86,0.203,0.349,0.462,0.277,0.55,85,2,83,15,22.5,57.9,24.8,61.6,,,,,,
Ezcurra_2006a.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A review of the systematic position of the dinosauriform archosaur Eucoelophysis baldwini Sullivan &amp; Lucas, 1999 from the Upper Triassic of New Mexico, USA",2006,Geodiversitas,0.452,0.693,765,1,346,0.114,0.252,0.294,0.236,0.571,287,14,273,26,34.1,61,34.5,66.6,,,,,,
Gower_2002a.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Braincase evolution in suchian archosaurs (Reptilia: Diapsida): evidence fom the rauisuchian Batrachotomus kupferzellensis,2002,Zoological Journal of the Linnean Society,0.811,0.889,37,2,30,0.73,0.9,0.589,0.35,0.812,27,0,27,12,14.5,64,33.9,67.1,,,,,,
Gower_et_Sennikov_1996a.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Morphology and phylogenetic informativeness of early archosaur braincases,1996,Palaeontology,0.692,0.814,26,3,18,0.346,0.5,0.598,0.471,0.618,17,0,17,12,16.7,33.6,20.7,34.6,,,,,,
Irmis_etal_2007a.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A Late Triassic dinosauromorph assemblage from New Mexico and the rise of dinosaurs,2007,Science,0.476,0.743,296,1,141,0.199,0.419,0.304,0.265,0.61,127,2,125,26,28,51.7,22.3,56.1,,,,,,
Juul_1994a.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The phylogeny of basal archosaurs,1994,Palaeontologia Africana,0.566,0.789,152,1,86,0.5,0.883,0.319,0.239,0.693,74,2,72,20,4.4,58.8,33,62.6,,,,,,
Kammerer_etal_2012aa.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The first basal dinosauriform (Silesauridae) from the Late Triassic of Morocco,2012,Acta Palaeontologica Polonica,0.466,0.712,741,9,345,0.198,0.426,0.327,0.231,0.594,292,2,290,36,37.7,74.5,39.5,77.9,,,,,,
Kammerer_etal_2012ab.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The first basal dinosauriform (Silesauridae) from the Late Triassic of Morocco,2012,Acta Palaeontologica Polonica,0.466,0.707,741,3,345,0.202,0.434,0.331,0.222,0.588,292,2,290,34,35.6,79.7,43.5,83.4,,,,,,
Langer_et_Benton_2006a.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Early dinosaurs: a phylogenetic study,2006,Journal of Systematic Palaeontology,0.568,0.553,185,6,105,0.07,0.124,0.574,0.29,0.309,98,0,98,11,27.1,50.2,29.9,55.1,,,,,,
Langer_et_Ferigolo_inpressa.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"The Late Triassic dinosauromorph <em>Sacisaurus agudoensis</em> (Caturrita Formation; Rio Grande do Sul, Brazil): anatomy and affinities",2013,Geological Society Special Publication,0.365,0.771,1323,10440,483,0.079,0.215,0.213,0.178,0.69,414,3,411,81,41,51,24.1,55.5,,,,,,
Langer_etal_2011aa.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A reassessment of the basal dinosaur Guaibasaurus candelariensis, from the Late Triassic Caturrita Formation of south Brazil",2011,Earth and Environmental Science Transactions of the Royal Society of Edinburgh,0.42,0.707,882,6,370,0.137,0.327,0.289,0.216,0.591,315,2,313,42,38.5,59.2,31.8,63.3,,,,,,
Langer_etal_2011ab.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A reassessment of the basal dinosaur Guaibasaurus candelariensis, from the Late Triassic Caturrita Formation of south Brazil",2011,Earth and Environmental Science Transactions of the Royal Society of Edinburgh,0.507,0.721,458,6,232,0.266,0.525,0.233,0.162,0.6,321,111,210,30,43.9,71.5,28.8,62.8,,,,,,
Li_etal_2006a.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,An unusual new archosaurian from the marine Triassic of China,2006,Naturwissenschaften,0.567,0.811,178,2,101,0.337,0.594,0.347,0.262,0.728,95,0,95,25,12.6,50.6,30.2,54.9,,,,,,
Martinez_etal_2011a.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A basal dinosaur from the dawn of the dinosaur era in southwestern Pangaea,2011,Science,0.626,0.803,243,3,152,0.189,0.302,0.376,0.221,0.722,139,0,139,20,20.3,57.5,31.8,60.1,,,,,,
Mastrantonio_etal_inpressa.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The braincase of <em>Prestosuchus chiniquensis</em> (Archosauria: Suchia),2013,Geological Society of London Special Publications,0.705,0.833,44,1,31,0.409,0.58,0.461,0.389,0.712,32,4,28,14,13.2,52.4,24.3,57,,,,,,
Nesbitt_2003a.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Arizonasaurus and its implications for archosaur divergence,2003,Proceedings of the Royal Society of London B,0.694,0.792,36,2,25,0.306,0.44,0.586,0.608,0.609,24,3,21,9,8.8,57.5,37.5,57.8,Euparkeri,Chatterje,Postosuch,Saurosuch,Arizonasa,Aetosaurs
Nesbitt_2007a.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"The anatomy of Effigia okeeffeae (Archosauria, Suchia), theropod-like convergence, and the distribution of related taxa",2007,Bulletin of the American Museum of Natural History,0.584,0.836,154,1,90,0.409,0.7,0.297,0.322,0.746,83,3,80,21,14.4,68,36.4,74.1,Euparkeri,Proteroch,Parasuchi,Ornithosu,Stagonole,Postosuch
Nesbitt_2011aa.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The early evolution of archosaurs: relationships and the origin of major clades,2011,Bulletin of the American Museum of Natural History,0.373,0.779,1282,5400,478,0.09,0.24,0.248,0.334,0.701,412,4,408,82,40.5,54.2,27,58.7,Mesosuchu,Prolacert,Archosaur,Proterosu,Erythrosu,Vancleave
Nesbitt_2011ab.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The early evolution of archosaurs: relationships and the origin of major clades,2011,Bulletin of the American Museum of Natural History,0.373,0.778,1280,1800,478,0.091,0.243,0.214,0.185,0.7,412,4,408,80,39.8,55.7,28.2,60.3,Mesosuchu,Prolacert,Archosaur,Proterosu,Erythrosu,Vancleave
Nesbitt_et_Butler_inpressaa.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Redescription of the archosaur Parringtonia gracilis from the Middle Triassic Manda beds of Tanzania, and the antiquity of Erpetosuchidae",2013,Geological Magazine,0.368,0.776,1300,6120,479,0.087,0.236,0.214,0.178,0.697,412,3,409,84,41.4,54,25.7,58.2,Mesosuchu,Prolacert,Archosaur,Proterosu,Erythrosu,Vancleave
Nesbitt_et_Butler_inpressab.tnt,,,Archosauria,Archosauromorpha_minus_Crurotarsi_and_Ornithodira,,,,,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Redescription of the archosaur Parringtonia gracilis from the Middle Triassic Manda beds of Tanzania, and the antiquity of Erpetosuchidae",2013,Geological Magazine,0.369,0.775,1298,8550,479,0.088,0.238,0.251,0.221,0.696,412,3,409,82,40.7,55.1,26.3,59.7,Mesosuchu,Prolacert,Archosaur,Proterosu,Erythrosu,Vancleave
